"Ticket";"Tipo de ticket";"Cliente";"Unidade de Negócio";"Contato";"Categoria";"Técnico";"Data de criação";"Data de finalização";"Situação";"Setor do Solicitante";"Mesa de trabalho";"Avaliação";"Descrição"
2043;"Finalizado e solucionado com sucesso";"PARRILEIRO RESTAURANTE";"---";"Fabiana,Andreato parrileiro,NAZA,lindenberg,Aline Cardoso - Parrileiro Sul,Parrileiro Sul - Caixa,Na";"Ipos Mobile - problema";"Pedro Henrique";"29/12/2023 22:41";"29/12/2023 22:47";"Finalizado";"Frente de loja";"Suporte Técnico";;"cliente com um usuario não vinculado a conta financeira"
2042;"Finalizado e solucionado com sucesso";"SAV� PARRILLA";"---";"Liege (Savu),Davy";"Ipos Desktop (PDV) - problema";"Pedro Henrique";"29/12/2023 22:22";"29/12/2023 22:23";"Finalizado";"Frente de loja";"Suporte Técnico";;"cliente para mudar a senha de colaborador"
2041;"Finalizado e solucionado com sucesso";"SAV� PARRILLA";"---";"Liege (Savu),Davy";"Movimentação - problema";"Pedro Henrique";"29/12/2023 21:11";"29/12/2023 21:14";"Finalizado";"Frente de loja";"Suporte Técnico";1;"cliente para resetar a senha do usuario"
2040;"Finalizado e solucionado com sucesso";"DAN COOKIES - CENTRO SOBRAL";"---";"Flavio ,Bruna Lima - Dan Cookies,Dan cookies";"Infraestrutura - problema / MFE sem comunicação";"Pedro Henrique";"29/12/2023 19:42";"29/12/2023 19:49";"Finalizado";"Frente de loja";"Suporte Técnico";;"cliente para configurar o novo modulo fiscal ao estabelecimento"
2039;"Finalizado e solucionado com sucesso";"RANCHO DO BOLO";"---";"Gisele - Rancho do Bolo,Rancho do Bolo,Gisele (Racho do Bolo),Rancho do Bolo (pituba),Rancho do Bolo";"Ipos Desktop (PDV) - problema";"Pedro Henrique";"29/12/2023 19:19";"29/12/2023 19:21";"Finalizado";"Frente de loja";"Suporte Técnico";;"cliente para enviar as notas em contingencia com erro"
2038;"Finalizado e solucionado com sucesso";"ITAMAE SUSHI BAR";"---";"Juliana - Itame,Felipe (Prop) - Itamae Sushi";"Outros";"Saulo Felipe";"29/12/2023 18:45";"29/12/2023 18:49";"Finalizado";"Administrativo";"Suporte Técnico";;"Reunião marcada dia 04.01.24 as 14h presencialmente no Itamae Sushi."
2037;"Finalizado e solucionado com sucesso";"FREITAS EXPRESS - TAUA";"---";"Izabel Cristina,Izabel  Cristina,Lindalva (Freitas Tauá),Freitas Express Tauá";"Movimentação - problema";"Matheus Solon";"29/12/2023 18:45";"29/12/2023 18:45";"Finalizado";"Frente de loja";"Suporte Técnico";;"erro ao finalizar venda pois caixa que estava hospedando a api estava desligado"
2036;"Finalizado e solucionado com sucesso";"VERDELIMA RESTAURANTE";"VERDELIMA RESTAURANTE";"VERDE LIMA RESTAURANTE ,Verde Lima Restaurante,Verde Lima Restaurante";"Financeiro / Boleto";"Priscilla Silva";"29/12/2023 18:40";"29/12/2023 18:43";"Finalizado";"Financeiro";"Financeiro";;"API DO BI COBRADA. Cliente alega que não esta usando e não quer realizar o pagamento."
2035;"Finalizado e solucionado com sucesso";"MAKETTO - FATIMA";"---";"Erika,Maketto,Felipe";"Administrativo - Dúvidas";"Guilherme Lima";"29/12/2023 18:21";"29/12/2023 18:22";"Finalizado";"Administrativo";"Suporte Técnico";;"Foi alterado a tabela de de preço no Maketo Fatima mas o Felipe nao me respondeu mais"
2034;"Finalizado e solucionado com sucesso";"FREITAS EXPRESS PARACURU";"---";"Freita express paracuru,João (Freitas Paracuru)";"Ipos Desktop (PDV) - duvidas";"Guilherme Lima";"29/12/2023 18:20";"29/12/2023 18:21";"Finalizado";"Frente de loja";"Suporte Técnico";;"Foi cadastrado um Novo NCM no produto, e a venda foi finalizada"
2033;"Finalizado e solucionado com sucesso";"RANCHO DO BOLO";"---";"Gisele - Rancho do Bolo,Rancho do Bolo,Gisele (Racho do Bolo),Rancho do Bolo (pituba),Rancho do Bolo";"Ipos Desktop (PDV) - duvidas";"Guilherme Lima";"29/12/2023 18:19";"29/12/2023 18:20";"Finalizado";"Frente de loja";"Suporte Técnico";;"Informada que para criar encomenda precisa que o participante tenha no mínimo 4 caracteres"
2032;"Finalizado e solucionado com sucesso";"CASA KAIADA RESTAURANTE";"---";"Victor melo,Kasa Kaiada";"Infraestrutura - problema";"Matheus Solon";"29/12/2023 17:58";"29/12/2023 17:59";"Finalizado";"Frente de loja";"Suporte Técnico";;"IMPRESSORA NÃO INSTALADA"
2031;"Finalizado e solucionado com sucesso";"BARNEYS BURGER - MT";"---";"Caroline castro,Luziana  - Barneys Aldeota,Flavio Barneys,Barneys (Maria Tomazia),Barneys MT,Pim Foo";"Ipos Desktop (PDV) - problema";"Matheus Solon";"29/12/2023 17:32";"29/12/2023 17:33";"Finalizado";"Frente de loja";"Suporte Técnico";5;"PDV NÃO ABRINDO, SQL DESATIVADO"
2030;"Finalizado e solucionado com sucesso";"MINHA MOCA CAFE e BISTRO";"---";"Minha moça café e bistrô,Graças (Minha Moça),Wendel - minha moca cafe,Nataele (Minha Moça Café e Bis";"Fiscal - problema";"Eduardo Lopes";"29/12/2023 17:08";"29/12/2023 17:08";"Finalizado";"Frente de loja";"Suporte Técnico";;"MFE vermelho"
2029;"Finalizado e solucionado com sucesso";"ESPETINHO DA PRAIA";"---";"Gabrielly";"Ipos Mobile - duvidas";"Guilherme Lima";"29/12/2023 17:06";"29/12/2023 17:07";"Finalizado";"Frente de loja";"Suporte Técnico";5;"Alteração de IP na webapi, foi orientada como obter o novo IP para colocar no mobile"
2028;"Finalizado e solucionado com sucesso";"PARRILEIRO RESTAURANTE";"---";"Fabiana,Andreato parrileiro,NAZA,lindenberg,Aline Cardoso - Parrileiro Sul,Parrileiro Sul - Caixa,Na";"Fiscal - duvidas";"Eduardo Lopes";"29/12/2023 17:05";"29/12/2023 17:06";"Finalizado";"Administrativo";"Suporte Técnico";;"Solicitação de alteração na aliquota dia 01/jan"
2027;"Finalizado e solucionado com sucesso";"MINHA MOCA CAFE e BISTRO";"---";"Minha moça café e bistrô,Graças (Minha Moça),Wendel - minha moca cafe,Nataele (Minha Moça Café e Bis";"Ipos Desktop (PDV) - problema";"Guilherme Lima";"29/12/2023 17:04";"29/12/2023 17:05";"Finalizado";"Frente de loja";"Suporte Técnico";;"Problema ao finalizar a venda foi resolvido pelo Daniel suporte técnico, era um problema fiscal ao finalizar a venda mas foi resolvido"
2026;"Finalizado e solucionado com sucesso";"MINHA MOCA CAFE e BISTRO";"---";"Minha moça café e bistrô,Graças (Minha Moça),Wendel - minha moca cafe,Nataele (Minha Moça Café e Bis";"Ipos Desktop (PDV) - problema";"Guilherme Lima";"29/12/2023 17:02";"29/12/2023 17:04";"Finalizado";"Administrativo";"Suporte Técnico";;"Problema ao finalizar a venda foi resolvido pelo Daniel suporte técnico, era um problema fiscal ao finalizar a venda mas foi resolvido"
2025;"Finalizado e solucionado com sucesso";"CORTILE RISTORANTE";"---";"Wilter,João Melo - Cortile,Babbi - Cortile,Marcos Miller (Cortille),Cortile,Cristina - cortile,T.I. ";"Atualização de versão";"Guilherme Lima";"29/12/2023 17:02";"29/12/2023 17:03";"Finalizado";"Administrativo";"Suporte Técnico";;"Relatório com problemas temporário, mas foi corrigido"
2024;"Finalizado e solucionado com sucesso";"BARNEYS - FABRICA";"---";"Anderson vital - Barneys,Barneys Fabrica,Samiely kelly - Barneys";"Fiscal - problema";"Matheus Solon";"29/12/2023 16:58";"29/12/2023 16:59";"Finalizado";"Frente de loja";"Suporte Técnico";;"alterar alicota. agendado"
2023;"Finalizado e solucionado com sucesso";"MINHA MOCA CAFE e BISTRO";"---";"Minha moça café e bistrô,Graças (Minha Moça),Wendel - minha moca cafe,Nataele (Minha Moça Café e Bis";"Fiscal - problema / MFE bloqueado/violado";"Daniel Weber";"29/12/2023 16:57";"29/12/2023 16:58";"Finalizado";"Administrativo";"Suporte Técnico";;"CLIENTE COM ERRO NO MOMENTO DA VENDA VERIFICADO QUE SOMENTE NAS FORMAS DE PAGAMENTO VOLCHE"
2022;"Finalizado e solucionado com sucesso";"PAO MIX - LJ 03";"---";"Laiane,Wesley Pão Mix (Centro de Convenções)";"Ipos Desktop (PDV) - duvidas";"Carlos Dourado";"29/12/2023 16:54";"29/12/2023 16:57";"Finalizado";"Frente de loja";"Suporte Técnico";;"A Cliente havia oedido para desabilitar os atalhos de vendas, hoje ela veio pedir para habilitarmos novamente em todos os caixas de todos os estabelecimentos. Opção ""Ipo Desktop (PDV) - dúvidas"" selecionado por não ter uma que se adequasse mais."
2021;"Finalizado e solucionado com sucesso";"Accura";"---";"Lucas (Accura)";"Fiscal - problema";"Matheus Solon";"29/12/2023 16:53";"29/12/2023 16:54";"Finalizado";"Frente de loja";"Suporte Técnico";;"alteração de alicota, agendado"
2020;"Finalizado e solucionado com sucesso";"CORTILE RISTORANTE";"---";"Wilter,João Melo - Cortile,Babbi - Cortile,Marcos Miller (Cortille),Cortile,Cristina - cortile,T.I. ";"Sincronizador";"Matheus Solon";"29/12/2023 16:46";"29/12/2023 16:46";"Finalizado";"Frente de loja";"Suporte Técnico";;"sincronizar vendas"
2019;"Finalizado e solucionado com sucesso";"CORTILE RISTORANTE";"---";"Wilter,João Melo - Cortile,Babbi - Cortile,Marcos Miller (Cortille),Cortile,Cristina - cortile,T.I. ";"Sincronizador";"Matheus Solon";"29/12/2023 16:44";"29/12/2023 16:45";"Finalizado";"Frente de loja";"Suporte Técnico";;"sincronizar vendas"
2018;"Finalizado e solucionado com sucesso";"VULCAP";"---";"Luciana (Vulcap)";"Fiscal - problema";"Eduardo Lopes";"29/12/2023 16:31";"29/12/2023 16:32";"Finalizado";"Frente de loja";"Suporte Técnico";;"MFE vermelho. Depois de desligar por 10 minutos, voltou ao normal"
2017;"Finalizado e solucionado com sucesso";"FORNERIA CAPRI (GRUPO NEGREIROS)";"---";"Rubens (Forneria Capri),Forneiria capri";"Administrativo - Dúvidas";"Eduardo Lopes";"29/12/2023 16:30";"29/12/2023 16:31";"Finalizado";"Administrativo";"Suporte Técnico";;"Rejeição por tempo indevido: ultrapassou o limite de 20 consultas por hora. Cliente ficou de retornar atendimento em outro horário."
2016;"Finalizado e solucionado com sucesso";"DOLCE DIVINO";"---";"Indrid,Ingrid,Marina Moreira - Dolce Divino,Maria Clara(Dona) - Dolce Divino,Mikaelly (Dolce Divino ";"Ipos Desktop (PDV) - duvidas / Novo dispositivo PDV";"Carlos Dourado";"29/12/2023 16:28";"29/12/2023 16:31";"Finalizado";"Frente de loja";"Suporte Técnico";;"A Clara pediu para instalarmos mais 3 PDVs apenas para acompanhamento de produção por parte do gerente de produção e pelo pessoal da produção. Finalizamos apenas a primeira devido a demora na liberação das licenças de mais 3 dispositivos e devido a lentidão na máquina do Newton (gerente de prod). A Clara informou que depois entra em contato para instalarmos as outras duas."
2015;"Finalizado e solucionado com sucesso";"BETH COXINHAS LANCHONETES LTDA";"---";"Beth Coxinhas";"Ipos Desktop (PDV) - duvidas";"Matheus Solon";"29/12/2023 16:25";"29/12/2023 16:26";"Finalizado";"Frente de loja";"Suporte Técnico";;"duvidas sobre produtos fracionados  no pdv"
2014;"Finalizado e solucionado com sucesso";"DOLCE DIVINO - FABRICA";"---";"Newton (Produção) - Dolce Divino Fábrica";"Ipos Desktop (PDV) - duvidas / Novo dispositivo PDV";"Carlos Dourado";"29/12/2023 16:18";"29/12/2023 16:22";"Finalizado";"Administrativo";"Suporte Técnico";;"A máquina está muito lenta eo PDV demora bastante para abrir. Deixamos o cliente ciente das limitações da máquina. Repassei à Clara que, se possível, seria bom trocar essa máquina futuramente. O PDV será usado pelo Newton (gerente de produção) apenas para acompanhamento da produção."
2013;"Finalizado e solucionado com sucesso";"BABBI OSTERIA";"---";"Aline (babbi),Cleiton (Babbi Osteria)";"Integração delivery - duvidas";"Guilherme Lima";"29/12/2023 16:20";"29/12/2023 16:21";"Finalizado";"Frente de loja";"Suporte Técnico";;"Esse atendimento vai finalizar em 5 minutos, vamos continuar nossa conversa? É só responder ou mandar outra mensagem com o que você precisa."
2012;"Finalizado e solucionado com sucesso";"PADOCA";"---";"Deise padock";"Instabilidade ERP";"Matheus Solon";"29/12/2023 15:56";"";"A fazer";"Administrativo";"Suporte Técnico";;"instabilidade no erp - relatorio de vendas quebrado"
2011;"Finalizado e solucionado com sucesso";"GRUPO M S GESTAO EM  ALIMENTACAO";"---";"Eleudo Junior Oliveira,Pedro - Grupo MS,Janaina Grupo MS,Davi estagiário - financeiro do grupo Sousa";"Instabilidade ERP";"Matheus Solon";"29/12/2023 15:55";"";"A fazer";"Administrativo";"Suporte Técnico";;"instabilidade no erp - pedido de compra quebrado"
2010;"Finalizado e solucionado com sucesso";"REI DO BAI�O";"---";"Grupo Rei do Baião,LUIS MAURO,Beatriz - Rei do Baião,rei do baião";"Ipos Desktop (PDV) - duvidas";"Guilherme Lima";"29/12/2023 15:52";"29/12/2023 15:54";"Finalizado";"Frente de loja";"Suporte Técnico";5;"Foi feito a limpeza na pasta na temp"
2009;"Comercial";"IZZY WAY TECNOLOGIA";"---";"Defalut";"Outros";"Matheus Solon";"29/12/2023 15:42";"29/12/2023 15:42";"Finalizado";"Administrativo";"Suporte Técnico";;"duvidas sobre o sistema para contratar, passado para o comercial"
2008;"Finalizado e solucionado com sucesso";"FREITAS EXPRESS - TAUA";"---";"Izabel Cristina,Izabel  Cristina,Lindalva (Freitas Tauá),Freitas Express Tauá";"Ipos Desktop (PDV) - problema";"Matheus Solon";"29/12/2023 15:12";"29/12/2023 15:14";"Finalizado";"Frente de loja";"Suporte Técnico";2;"ajuda com pdv que não abria por esta desatualizado, e ajuda com ativação de mfe"
2007;"Finalizado e solucionado com sucesso";"BARNEYS BURGER - MT";"---";"Caroline castro,Luziana  - Barneys Aldeota,Flavio Barneys,Barneys (Maria Tomazia),Barneys MT,Pim Foo";"Fiscal - duvidas";"Guilherme Lima";"29/12/2023 15:12";"29/12/2023 15:14";"Finalizado";"Administrativo";"Suporte Técnico";5;"Duvidas sobre a alteração da ALIQUOTA interna Informado que iremos atualizar no dia 01/01"
2006;"Finalizado e solucionado com sucesso";"DESENTUPIDORA ESTRELA DO SOL";"DESENTUPIDORA ESTRELA DO SOL";"Tiago Duarte - Desentupidora,Zélia (Desentupidora Estrela do Sol),Desentupidora Estrela Do Sol";"Financeiro / Boleto";"Priscilla Silva";"29/12/2023 15:07";"29/12/2023 15:08";"Finalizado";"Financeiro";"Financeiro";;"envio do boleto atualizado!"
2005;"Finalizado e solucionado com sucesso";"BUTCHERS 746";"---";"Diego,Thaina Alves,Taynah Alves (Butchers 746),Jacinta - Butchers ,Butchers 746,Nagar -Butchers 749";"Fiscal - duvidas";"Matheus Solon";"29/12/2023 14:43";"";"A fazer";"Administrativo";"Suporte Técnico";;"ajuda para emitir nota com cfop 5949, instruido a usar a operação cujo esse cfop estava configurado"
2004;"Finalizado e solucionado com sucesso";"FREITAS EXPRESS - TAUA";"---";"Izabel Cristina,Izabel  Cristina,Lindalva (Freitas Tauá),Freitas Express Tauá";"Ipos Desktop (PDV) - problema / Erro ao finalizar venda";"Carlos Dourado";"29/12/2023 14:37";"29/12/2023 14:41";"Finalizado";"Frente de loja";"Suporte Técnico";5;"O PDV apresentava erro ao tentar imprimir um cupom de uma nova venda, assim como de vendas já encerradas. A versão do PDV er a de Março de 2023 e uma atualização pode ter gerado incompatibilidade com o SO. Atualizamos o PDV e a impressão normalizou. Categoria ""Erro ao finalziar venda"" por falta de outra mais adequada."
2003;"Finalizado e solucionado com sucesso";"BUTCHERS 746";"---";"Diego,Thaina Alves,Taynah Alves (Butchers 746),Jacinta - Butchers ,Butchers 746,Nagar -Butchers 749";"Outros";"Matheus Solon";"29/12/2023 14:41";"";"A fazer";"Frente de loja";"Suporte Técnico";;"duplicidade no atendimento"
2002;"Finalizado e solucionado com sucesso";"ATELIER 1913";"---";"Renata,Lara - ATELIER 1913";"Infraestrutura - problema / MFE sem comunicação";"Carlos Dourado";"29/12/2023 13:54";"29/12/2023 13:55";"Finalizado";"Frente de loja";"Suporte Técnico";5;"Servilço de comunicação do Windows parado. Iniciei ele e o MF-e ficou online. A Cliente fez o teste e a venda passou normalmente"
2001;"Finalizado e solucionado com sucesso";"RANCHO DO BOLO";"---";"Gisele - Rancho do Bolo,Rancho do Bolo,Gisele (Racho do Bolo),Rancho do Bolo (pituba),Rancho do Bolo";"Sincronizador / Exportação vendas/caixas";"Carlos Dourado";"29/12/2023 13:49";"29/12/2023 13:50";"Finalizado";"Frente de loja";"Suporte Técnico";;"Haviam esquecido de abrir o sincronizador. Assim que liguei vi que haviam diversas venda spara exportar. Exportei as vendas e deu tudo certo."
2000;"Finalizado e solucionado com sucesso";"NATUGRAN - MESSEJANA";"NATUGRAN - MESSEJANA";"Eliana (Natugran Messejana)";"Movimentação - problema / Balança - produtos não aparecem";"Daniel Weber";"29/12/2023 13:36";"29/12/2023 13:39";"Finalizado";"Administrativo";"Suporte Técnico";5;"Cliente informa erro ao importar carga da balança verificado que faltam mais de 100 itens na unidade messejana"
1999;"Finalizado e solucionado com sucesso";"VS PADARIA";"---";"VS Padaria";"Ipos Desktop (PDV) - duvidas";"Eduardo Lopes";"29/12/2023 12:48";"29/12/2023 12:49";"Finalizado";"Frente de loja";"Suporte Técnico";;"Instalacao API 2 no caixa 2"
1998;"Finalizado e solucionado com sucesso";"REI DO FRANGO ASSADO";"---";"Yuri - Rei do Frango Assado";"Ipos Desktop (PDV) - duvidas";"Guilherme Lima";"29/12/2023 12:06";"29/12/2023 12:08";"Finalizado";"Frente de loja";"Suporte Técnico";;"Habilitado visualizar vendas por modalidade no fechamento"
1997;"Finalizado e solucionado com sucesso";"EMPORIO BROWNIE - ALDEOTA";"---";"Felipe (TI),Sidiane,Felipe (Emporio Brownie),Natasha Basilio - Emporio Brownie,Larissa - Emporio Bro";"Outros";"Matheus Solon";"29/12/2023 11:54";"29/12/2023 11:55";"Finalizado";"Frente de loja";"Suporte Técnico";;"resolvido sem ajuda do suporte"
1996;"Finalizado e solucionado com sucesso";"LA RACLETTE RESTAURANTE (GRUPO NEGREIROS)";"---";"Ivo Negreiros,Brendo";"Fiscal - problema";"Guilherme Lima";"29/12/2023 11:50";"29/12/2023 11:51";"Finalizado";"Administrativo";"Suporte Técnico";;"Problemas no valor no ICMS, fui em cada produto e cliquei em recalcular para enviar"
1995;"Finalizado e solucionado com sucesso";"PANIFICADORA PACATUBA";"---";"Francimara - Panificadora Pacatuba,Paulo - panificadora pacatuba,Carolina( Panificadora Pacatuba)";"Financeiro - duvidas / Contas apagar/a receber - lançamento";"Daniel Weber";"29/12/2023 11:11";"29/12/2023 11:13";"Finalizado";"Administrativo";"Suporte Técnico";;"cliente gostaria de tirar duvidas sobre relatorios informado relatorios especificos e mostrado ao mesmo"
